Comments,Lane number,Date,business,senior,family,young,PRM,regular,Experience,Time Start Baggage drop off,Number of boxes,Time End Baggage drop off,Time Start WTMD,Time Start WTMD 2,Time Start WTMD 3,Time Start WTMD check,Time End WTMD check,Time Start ETD check,Time End ETD check,Time Start Baggage reclaim,Time End Baggage reclaim,Group size,Time Start Baggage Check,Time End Baggage Check,source_sheet,Time Start Baggage drop off_sec,Time End Baggage drop off_sec,Time Start WTMD_sec,Time Start WTMD 2_sec,Time Start WTMD 3_sec,Time Start WTMD check_sec,Time End WTMD check_sec,Time Start ETD check_sec,Time End ETD check_sec,Time Start Baggage reclaim_sec,Time End Baggage reclaim_sec,Time Start Baggage Check_sec,Time End Baggage Check_sec,checkpoint_time,drop_time,wait_I,collect_time,patdown_time,etd_time,baggage_check_time,has_second_wtmd,has_third_wtmd,has_patdown,has_etd,has_baggage_check,passenger_type
,3,12/18/2018 0:00,1,0,0,0,0,0,0,54001,2,54120,54123,,,,,,,54130,54231,1,,,2018_12_18a,20401,20480,20483,,,,,,,20490,20551,,,150,79,3,61,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54005,1,54030,54102,,,,,,,54110,54137,1,,,2018_12_18a,20405,20430,20462,,,,,,,20470,20497,,,92,25,32,27,,,,0,0,0,0,0,regular
box away,3,12/18/2018 0:00,1,0,0,0,0,0,1,54040,2,54130,54200,,,,,,,54224,54230,2,,,2018_12_18a,20440,20490,20520,,,,,,,20544,20550,,,110,50,30,6,,,,0,0,0,0,0,business
2x wtmd (belt) 054228,3,12/18/2018 0:00,0,0,0,0,0,1,1,54112,2,54208,54216,54228,,,,,,54235,54350,2,,,2018_12_18a,20472,20528,20536,20548,,,,,,20555,20630,,,158,56,8,75,,,,1,0,0,0,0,regular
dog (small),3,12/18/2018 0:00,0,0,0,0,0,1,1,54118,2,54240,54336,,,,,,,54343,54420,2,,,2018_12_18a,20478,20560,20616,,,,,,,20623,20660,,,182,82,56,37,,,,0,0,0,0,0,regular
with dog,3,12/18/2018 0:00,0,1,0,0,0,0,1,54137,2,54207,54408,,,,,,,54427,54514,2,,,2018_12_18a,20497,20527,20648,,,,,,,20667,20714,,,217,30,121,47,,,,0,0,0,0,0,senior
etd check,3,12/18/2018 0:00,0,1,0,0,0,0,1,54144,2,54238,54429,,,,,54455,54505,54505,54638,2,,,2018_12_18a,20504,20558,20669,,,,,20695,20705,20705,20798,,,294,54,111,93,,10,,0,0,0,1,0,senior
,3,12/18/2018 0:00,1,0,0,0,0,0,1,54247,2,54308,54449,,,,,,,54456,54514,2,,,2018_12_18a,20567,20588,20689,,,,,,,20696,20714,,,147,21,101,18,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54248,2,54405,54500,,,,,,,54508,54530,2,,,2018_12_18a,20568,20645,20700,,,,,,,20708,20730,,,162,77,55,22,,,,0,0,0,0,0,regular
Mother + baby,3,12/18/2018 0:00,0,0,1,1,0,0,1,54250,3,54530,54608,,,,,,,54624,54802,2,54624,54700,2018_12_18a,20570,20730,20768,,,,,,,20784,20882,20784,20820,312,160,38,98,,,36,0,0,0,0,1,family
Father + baby,3,12/18/2018 0:00,0,0,1,1,0,0,1,54315,2,54634,54640,,,,,,,54649,54822,2,,,2018_12_18a,20595,20794,20800,,,,,,,20809,20902,,,307,199,6,93,,,,0,0,0,0,0,family
wtmd extra shoes (4744).,3,12/18/2018 0:00,0,1,0,0,0,0,0,54427,2,54704,54728,54744,,,,,,54747,54828,1,,,2018_12_18a,20667,20824,20848,20864,,,,,,20867,20908,,,241,157,24,41,,,,1,0,0,0,0,senior
,3,12/18/2018 0:00,0,0,0,1,0,0,1,54445,1,54752,54754,,,,,,,54817,54843,2,,,2018_12_18a,20685,20872,20874,,,,,,,20897,20923,,,238,187,2,26,,,,0,0,0,0,0,young
 Takes box away for etd,3,12/18/2018 0:00,0,0,0,1,0,0,1,54448,1,54744,54805,,,,,54806,54807,54824,54829,2,,,2018_12_18a,20688,20864,20885,,,,,20886,20887,20904,20909,,,221,176,21,5,,1,,0,0,0,1,0,young
takex x-ray boxes away for ETD,3,12/18/2018 0:00,0,1,0,0,0,0,1,54627,1,54720,54845,,,,,54859,54905,54859,54905,2,,,2018_12_18a,20787,20840,20925,,,,,20939,20945,20939,20945,,,158,53,85,6,,6,,0,0,0,1,0,senior
takes x-ray boxes away,3,12/18/2018 0:00,0,1,0,0,0,0,1,54637,1,54829,54833,,,54839,54906,,,54911,54915,2,,,2018_12_18a,20797,20909,20913,,,20919,20946,,,20951,20955,,,158,112,4,4,27,,,0,0,1,0,0,senior
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54702,1,54801,54859,,,,,,,54916,54923,1,,,2018_12_18a,20822,20881,20939,,,,,,,20956,20963,,,141,59,58,7,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,1,0,0,0,0,1,54748,1,54822,54914,,,,,,,54935,55012,1,,,2018_12_18a,20868,20902,20954,,,,,,,20975,21012,,,144,34,52,37,,,,0,0,0,0,0,senior
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54808,2,54914,54928,,,,,,,54939,55040,2,,,2018_12_18a,20888,20954,20968,,,,,,,20979,21040,,,152,66,14,61,,,,0,0,0,0,0,regular
wtmd extra shoes (5005),3,12/18/2018 0:00,0,0,0,0,0,1,1,54815,2,54918,54938,55005,,,,,,55012,55117,2,,,2018_12_18a,20895,20958,20978,21005,,,,,,21012,21077,,,182,63,20,65,,,,1,0,0,0,0,regular
takes x-ray boxes with them,3,12/18/2018 0:00,0,0,0,1,0,0,1,54844,1,54923,55011,,,,,,,55023,55030,2,,,2018_12_18a,20924,20963,21011,,,,,,,21023,21030,,,106,39,48,7,,,,0,0,0,0,0,young
takes x-ray boxes with them,3,12/18/2018 0:00,0,0,0,0,0,1,1,54844,1,54925,55013,,,,,,,55026,55029,2,,,2018_12_18a,20924,20965,21013,,,,,,,21026,21029,,,105,41,48,3,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,1,0,0,1,54930,2,55014,55023,,,,,,,55033,55114,1,,,2018_12_18a,20970,21014,21023,,,,,,,21033,21074,,,104,44,9,41,,,,0,0,0,0,0,young
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54938,2,55041,55049,,,,,,,55059,55133,2,,,2018_12_18a,20978,21041,21049,,,,,,,21059,21093,,,115,63,8,34,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,54957,1,55028,55100,,,,,,,55110,55207,2,,,2018_12_18a,20997,21028,21060,,,,,,,21070,21127,,,130,31,32,57,,,,0,0,0,0,0,regular
takex x-ray boxes away,3,12/18/2018 0:00,0,1,0,0,0,0,1,55023,2,55123,55126,,,55134,55203,,,55208,55225,2,,,2018_12_18a,21023,21083,21086,,,21094,21123,,,21128,21145,,,122,60,3,17,29,,,0,0,1,0,0,senior
takex x-ray boxes away,3,12/18/2018 0:00,0,1,0,0,0,0,1,55030,2,55140,55206,,,,,,,55212,55237,2,,,2018_12_18a,21030,21100,21126,,,,,,,21132,21157,,,127,70,26,25,,,,0,0,0,0,0,senior
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55106,1,55140,55210,,,,,,,55227,55254,1,,,2018_12_18a,21066,21100,21130,,,,,,,21147,21174,,,108,34,30,27,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55126,1,55150,55213,,,,,,,55235,55316,1,,,2018_12_18a,21086,21110,21133,,,,,,,21155,21196,,,110,24,23,41,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55147,2,55230,55240,,,,,,,55250,55355,2,,,2018_12_18a,21107,21150,21160,,,,,,,21170,21235,,,128,43,10,65,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,0,55203,2,55235,55259,,,,,,,55303,55352,2,,,2018_12_18a,21123,21155,21179,,,,,,,21183,21232,,,109,32,24,49,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,1,0,0,1,55231,3,55308,55319,,,,,,,55340,55404,1,,,2018_12_18a,21151,21188,21199,,,,,,,21220,21244,,,93,37,11,24,,,,0,0,0,0,0,young
Takes x-ray boxes with him for etd,3,12/18/2018 0:00,0,1,0,0,0,0,0,55243,1,55330,55335,,,,,55414,55415,55413,55415,2,,,2018_12_18a,21163,21210,21215,,,,,21254,21255,21253,21255,,,92,47,5,2,,1,,0,0,0,1,0,senior
wtmd belt (5448),3,12/18/2018 0:00,0,1,0,0,0,0,1,55314,1,55322,55429,55448,,,,,,55454,55526,1,,,2018_12_18a,21194,21202,21269,21288,,,,,,21294,21326,,,132,8,67,32,,,,1,0,0,0,0,senior
with dog; takes x-ray with them,3,12/18/2018 0:00,0,0,0,0,0,1,1,55322,2,55530,55539,,,,,,,55549,55736,2,,,2018_12_18a,21202,21330,21339,,,,,,,21349,21456,,,254,128,9,107,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55322,1,55333,55454,,,,,,,55504,55506,1,,,2018_12_18a,21202,21213,21294,,,,,,,21304,21306,,,104,11,81,2,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,1,0,0,0,0,0,1,55325,3,55432,55502,,,,,,,55510,55636,1,,,2018_12_18a,21205,21272,21302,,,,,,,21310,21396,,,191,67,30,86,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,0,55350,1,55515,55519,,,,,,,55540,55738,2,,,2018_12_18a,21230,21315,21319,,,,,,,21340,21458,,,228,85,4,118,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,1,0,0,0,0,0,1,55501,2,55530,55630,,,,,,,55640,55811,1,,,2018_12_18a,21301,21330,21390,,,,,,,21400,21491,,,190,29,60,91,,,,0,0,0,0,0,business
takes x-ray boxes with her,3,12/18/2018 0:00,0,1,0,0,0,0,0,55507,1,55658,55732,,,,,,,55746,55756,2,,,2018_12_18a,21307,21418,21452,,,,,,,21466,21476,,,169,111,34,10,,,,0,0,0,0,0,senior
takes x-ray boxes with her,3,12/18/2018 0:00,0,1,0,0,0,0,1,55510,1,55624,55632,,,55658,55726,,,55733,55744,2,,,2018_12_18a,21310,21384,21392,,,21418,21446,,,21453,21464,,,154,74,8,11,28,,,0,0,1,0,0,senior
etd check,3,12/18/2018 0:00,0,0,0,0,0,1,1,55548,3,55633,55743,,,,,55744,55745,55809,55828,2,,,2018_12_18a,21348,21393,21463,,,,,21464,21465,21489,21508,,,160,45,70,19,,1,,0,0,0,1,0,regular
box away,3,12/18/2018 0:00,0,0,0,0,0,1,1,55630,2,55740,55802,,,,,,,55818,55830,2,,,2018_12_18a,21390,21460,21482,,,,,,,21498,21510,,,120,70,22,12,,,,0,0,0,0,0,regular
takes x-ray boxes with her,3,12/18/2018 0:00,0,0,0,1,0,0,1,55723,2,55802,55809,,,,,,,55839,55845,2,,,2018_12_18a,21443,21482,21489,,,,,,,21519,21525,,,82,39,7,6,,,,0,0,0,0,0,young
,3,12/18/2018 0:00,0,0,0,1,0,0,1,55745,2,55825,55836,,,,,,,55843,55912,2,,,2018_12_18a,21465,21505,21516,,,,,,,21523,21552,,,87,40,11,29,,,,0,0,0,0,0,young
,3,12/18/2018 0:00,1,0,0,0,0,0,1,55804,3,55838,55850,,,,,,,55904,55920,1,,,2018_12_18a,21484,21518,21530,,,,,,,21544,21560,,,76,34,12,16,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55825,1,55841,55857,,,,,,,55910,55916,1,,,2018_12_18a,21505,21521,21537,,,,,,,21550,21556,,,51,16,16,6,,,,0,0,0,0,0,regular
2x wtmd  shoes 60000,3,12/18/2018 0:00,0,0,0,1,0,0,0,55843,3,55935,55937,60000,,,,,,60011,60106,2,,,2018_12_18a,21523,21575,21577,21600,,,,,,21611,21666,,,143,52,2,55,,,,1,0,0,0,0,young
,3,12/18/2018 0:00,0,0,0,1,0,0,1,55844,2,55938,55948,,,,,,,55951,60111,2,,,2018_12_18a,21524,21578,21588,,,,,,,21591,21671,,,147,54,10,80,,,,0,0,0,0,0,young
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55930,1,55951,60014,,,,,,,60038,60104,2,,,2018_12_18a,21570,21591,21614,,,,,,,21638,21664,,,94,21,23,26,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,55940,3,60014,60020,,,,,,,60040,60144,2,,,2018_12_18a,21580,21614,21620,,,,,,,21640,21704,,,124,34,6,64,,,,0,0,0,0,0,regular
"etd check, boxes away",3,12/18/2018 0:00,0,0,0,0,0,1,1,55947,1,60026,60035,,,,,60101,60103,60101,60102,1,,,2018_12_18a,21587,21626,21635,,,,,21661,21663,21661,21662,,,75,39,9,1,,2,,0,0,0,1,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,0,60012,2,60103,60105,,,60109,60147,,,60150,60218,1,,,2018_12_18a,21612,21663,21665,,,21669,21707,,,21710,21738,,,126,51,2,28,38,,,0,0,1,0,0,regular
wtmd shoes (0214),3,12/18/2018 0:00,0,0,0,0,0,1,1,60020,1,60104,60150,60214,,,,,,60221,60340,1,,,2018_12_18a,21620,21664,21710,21734,,,,,,21741,21820,,,200,44,46,79,,,,1,0,0,0,0,regular
WEIRD. HAD TO GO BACK TO CHECK-IN OR AT LEAST OUT OF SECURITY???,3,12/18/2018 0:00,0,0,0,0,0,1,1,60041,2,60130,60222,,,,,,,60225,60422,1,60254,60317,2018_12_18a,21641,21690,21742,,,,,,,21745,21862,21774,21797,221,49,52,117,,,23,0,0,0,0,1,regular
takes x-ray boxes with him,3,12/18/2018 0:00,0,1,0,0,0,0,1,60046,1,60159,60232,,,,,,,60308,60312,2,,,2018_12_18a,21646,21719,21752,,,,,,,21788,21792,,,146,73,33,4,,,,0,0,0,0,0,senior
takes x-ray boxes with him,3,12/18/2018 0:00,0,1,0,0,0,0,0,60049,1,60140,60224,,,,,,,60258,60320,2,,,2018_12_18a,21649,21700,21744,,,,,,,21778,21800,,,151,51,44,22,,,,0,0,0,0,0,senior
,3,12/18/2018 0:00,1,0,0,0,0,0,1,60133,4,60245,60255,,,,,,,60305,60430,1,,,2018_12_18a,21693,21765,21775,,,,,,,21785,21870,,,177,72,10,85,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60215,1,60302,60304,,,,,,,60344,60355,2,,,2018_12_18a,21735,21782,21784,,,,,,,21824,21835,,,100,47,2,11,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,1,0,0,0,0,1,60241,2,60303,60334,,,,,,,60403,60537,2,60428,60502,2018_12_18a,21761,21783,21814,,,,,,,21843,21937,21868,21902,176,22,31,94,,,34,0,0,0,0,1,senior
,3,12/18/2018 0:00,1,0,0,0,0,0,1,60250,2,60342,60416,,,,,,,60428,60446,1,,,2018_12_18a,21770,21822,21856,,,,,,,21868,21886,,,116,52,34,18,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,1,0,0,0,0,0,1,60309,3,60416,60440,,,,,,,60454,60550,1,,,2018_12_18a,21789,21856,21880,,,,,,,21894,21950,,,161,67,24,56,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,1,0,0,0,0,1,60312,2,60417,60445,,,,,,,60514,60544,1,,,2018_12_18a,21792,21857,21885,,,,,,,21914,21944,,,152,65,28,30,,,,0,0,0,0,0,senior
WTMD SHOES (0504). BOX AWAY,3,12/18/2018 0:00,1,0,0,0,0,0,1,60344,3,60437,60449,60504,,,,,,60534,60544,1,,,2018_12_18a,21824,21877,21889,21904,,,,,,21934,21944,,,120,53,12,10,,,,1,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60421,2,60528,60532,,,,,,,60543,60559,2,,,2018_12_18a,21861,21928,21932,,,,,,,21943,21959,,,98,67,4,16,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60438,2,60520,60536,,,,,,,60548,60616,2,,,2018_12_18a,21878,21920,21936,,,,,,,21948,21976,,,98,42,16,28,,,,0,0,0,0,0,regular
box away,3,12/18/2018 0:00,0,0,0,0,0,1,1,60447,3,60533,60554,,,,,,,60603,60630,1,,,2018_12_18a,21887,21933,21954,,,,,,,21963,21990,,,103,46,21,27,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,1,0,0,0,0,0,1,60501,1,60545,60701,,,,,,,60718,60741,1,,,2018_12_18a,21901,21945,22021,,,,,,,22038,22061,,,160,44,76,23,,,,0,0,0,0,0,business
etd check box away,3,12/18/2018 0:00,0,0,0,0,0,1,0,60504,3,60633,60643,,,,,60644,60645,60709,60715,1,,,2018_12_18a,21904,21993,22003,,,,,22004,22005,22029,22035,,,131,89,10,6,,1,,0,0,0,1,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60517,1,60705,60738,,,,,,,60750,60850,2,,,2018_12_18a,21917,22025,22058,,,,,,,22070,22130,,,213,108,33,60,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60523,2,60648,60705,,,60722,60730,,,60732,60755,1,,,2018_12_18a,21923,22008,22025,,,22042,22050,,,22052,22075,,,152,85,17,23,8,,,0,0,1,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60539,1,60655,60735,,,,,,,60749,60842,2,,,2018_12_18a,21939,22015,22055,,,,,,,22069,22122,,,183,76,40,53,,,,0,0,0,0,0,regular
takex x-ray boxes with him,3,12/18/2018 0:00,0,0,0,0,0,1,1,60617,1,60719,60742,,,,,,,60805,60836,1,,,2018_12_18a,21977,22039,22062,,,,,,,22085,22116,,,139,62,23,31,,,,0,0,0,0,0,regular
2x wtmd (shoes) 060800,3,12/18/2018 0:00,0,0,0,0,0,1,1,60626,1,60734,60744,60800,,,,,,60821,60857,1,,,2018_12_18a,21986,22054,22064,22080,,,,,,22101,22137,,,151,68,10,36,,,,1,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60658,2,60807,60830,,,,,,,60855,60950,2,,,2018_12_18a,22018,22087,22110,,,,,,,22135,22190,,,172,69,23,55,,,,0,0,0,0,0,regular
wtmd shoes (0833),3,12/18/2018 0:00,0,0,0,0,0,1,1,60719,2,60756,60810,60833,,,,,,60858,60945,2,,,2018_12_18a,22039,22076,22090,22113,,,,,,22138,22185,,,146,37,14,47,,,,1,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60723,2,60805,60918,,,,,,,60931,60945,2,,,2018_12_18a,22043,22085,22158,,,,,,,22171,22185,,,142,42,73,14,,,,0,0,0,0,0,regular
2x wtmd (shoes)  061133,3,12/18/2018 0:00,1,0,0,0,0,0,1,60751,2,60907,61035,61133,,,,,,61139,61403,1,,,2018_12_18a,22071,22147,22235,22293,,,,,,22299,22443,,,372,76,88,144,,,,1,0,0,0,0,business
box away for etd check,3,12/18/2018 0:00,0,0,0,0,0,1,1,60755,2,60848,60854,,,,,60855,60856,60920,60947,2,60928,60940,2018_12_18a,22075,22128,22134,,,,,22135,22136,22160,22187,22168,22180,112,53,6,27,,1,12,0,0,0,1,1,regular
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60820,2,60921,61110,,,,,,,61118,61155,1,,,2018_12_18a,22100,22161,22270,,,,,,,22278,22315,,,215,61,109,37,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,1,0,0,0,0,1,60834,2,60920,61114,,,,,,,61127,61154,1,,,2018_12_18a,22114,22160,22274,,,,,,,22287,22314,,,200,46,114,27,,,,0,0,0,0,0,senior
,3,12/18/2018 0:00,1,0,0,0,0,0,1,60910,3,61024,61141,,,,,,,61210,61310,1,,,2018_12_18a,22150,22224,22301,,,,,,,22330,22390,,,240,74,77,60,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,0,0,1,1,60910,2,60943,61136,,,,,,,61157,61232,1,,,2018_12_18a,22150,22183,22296,,,,,,,22317,22352,,,202,33,113,35,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,1,0,0,0,0,0,60944,2,61146,61216,,,,,,,61230,61427,1,,,2018_12_18a,22184,22306,22336,,,,,,,22350,22467,,,283,122,30,117,,,,0,0,0,0,0,senior
wtmd shoes(1334). Etd check ,3,12/18/2018 0:00,0,0,0,0,0,1,1,60949,2,61210,61256,61334,,,,61257,61258,61351,61355,2,,,2018_12_18a,22189,22330,22376,22414,,,,22377,22378,22431,22435,,,246,141,46,4,,1,,1,0,0,1,0,regular
wtdm shoes (1240),3,12/18/2018 0:00,0,0,0,0,0,1,1,61037,3,61156,61224,61240,,,,,,61256,61359,2,,,2018_12_18a,22237,22316,22344,22360,,,,,,22376,22439,,,202,79,28,63,,,,1,0,0,0,0,regular
,3,12/18/2018 0:00,1,0,0,0,0,0,0,61204,2,61320,61404,,,,,,,61406,61606,1,61420,61449,2018_12_18a,22324,22400,22444,,,,,,,22446,22566,22460,22489,242,76,44,120,,,29,0,0,0,0,1,business
takes x-ray boxes with him,3,12/18/2018 0:00,0,0,0,0,0,1,1,61206,1,61316,61347,,,,,,,61356,61400,1,,,2018_12_18a,22326,22396,22427,,,,,,,22436,22440,,,114,70,31,4,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,0,0,0,1,0,0,1,61222,3,61314,61426,,,,,,,61445,61452,2,,,2018_12_18a,22342,22394,22466,,,,,,,22485,22492,,,150,52,72,7,,,,0,0,0,0,0,young
baggage 2e keer door xray,3,12/18/2018 0:00,0,0,0,1,0,0,0,61224,2,61457,61501,,,,,,,61506,61807,2,61538,61807,2018_12_18a,22344,22497,22501,,,,,,,22506,22687,22538,22687,343,153,4,181,,,149,0,0,0,0,1,young
takes x-ray with for etd,3,12/18/2018 0:00,1,0,0,0,0,0,1,61308,3,61434,61532,,,,,61555,61557,61550,61557,1,,,2018_12_18a,22388,22474,22532,,,,,22555,22557,22550,22557,,,169,86,58,7,,2,,0,0,0,1,0,business
2x wtmd (shoes) 061604,3,12/18/2018 0:00,1,0,0,0,0,0,1,61405,2,61544,61548,61604,,,,,,61610,61718,1,,,2018_12_18a,22445,22544,22548,22564,,,,,,22570,22638,,,193,99,4,68,,,,1,0,0,0,0,business
box away,3,12/18/2018 0:00,1,0,0,0,0,0,1,61408,2,61543,61612,,,,,,,61631,61650,2,,,2018_12_18a,22448,22543,22572,,,,,,,22591,22610,,,162,95,29,19,,,,0,0,0,0,0,business
wtmd 2x (1732). Etd check boxes away,3,12/18/2018 0:00,1,0,0,0,0,0,1,61445,3,61621,61714,61732,,,,61715,61716,61807,61838,1,,,2018_12_18a,22485,22581,22634,22652,,,,22635,22636,22687,22718,,,233,96,53,31,,1,,1,0,0,1,0,business
,3,12/18/2018 0:00,0,1,0,0,0,0,1,61513,1,61618,61825,,,,,,,61846,61903,1,,,2018_12_18a,22513,22578,22705,,,,,,,22726,22743,,,230,65,127,17,,,,0,0,0,0,0,senior
,3,12/18/2018 0:00,0,0,0,1,0,0,1,61518,1,61622,61832,,,61845,61859,,,61903,61940,1,,,2018_12_18a,22518,22582,22712,,,22725,22739,,,22743,22780,,,262,64,130,37,14,,,0,0,1,0,0,young
,3,12/18/2018 0:00,0,0,0,0,0,1,1,61523,2,61556,61633,,,,,,,61718,61947,2,61724,61754,2018_12_18a,22523,22556,22593,,,,,,,22638,22787,22644,22674,264,33,37,149,,,30,0,0,0,0,1,regular
box away,3,12/18/2018 0:00,0,0,0,0,0,1,1,61630,2,61714,61901,,,,,,,61908,61915,1,,,2018_12_18a,22590,22634,22741,,,,,,,22748,22755,,,165,44,107,7,,,,0,0,0,0,0,regular
,3,12/18/2018 0:00,1,0,0,0,0,0,1,61650,2,61743,61910,,,,,,,61929,61940,1,,,2018_12_18a,22610,22663,22750,,,,,,,22769,22780,,,170,53,87,11,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,1,0,0,0,0,0,1,61719,3,61852,61914,,,,,,,61929,62045,1,,,2018_12_18a,22639,22732,22754,,,,,,,22769,22845,,,206,93,22,76,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,12/18/2018 0:00,1,0,0,0,0,0,1,61805,2,61941,61945,,,,,,,61950,62003,1,,,2018_12_18a,22685,22781,22785,,,,,,,22790,22803,,,118,96,4,13,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,1,0,0,0,0,0,1,61908,2,61941,61955,,,,,,,62003,62039,1,,,2018_12_18a,22748,22781,22795,,,,,,,22803,22839,,,91,33,14,36,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,1,0,0,0,0,0,1,61911,2,62005,62013,,,,,,,62022,62041,1,,,2018_12_18a,22751,22805,22813,,,,,,,22822,22841,,,90,54,8,19,,,,0,0,0,0,0,business
takes x-ray boxes with him,3,12/18/2018 0:00,1,0,0,0,0,0,1,61928,2,62013,62023,,,,,,,62033,62040,1,,,2018_12_18a,22768,22813,22823,,,,,,,22833,22840,,,72,45,10,7,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,1,0,0,1,0,0,1,61932,2,62050,62122,,,,,,,62130,62222,1,,,2018_12_18a,22772,22850,22882,,,,,,,22890,22942,,,170,78,32,52,,,,0,0,0,0,0,business
2x wtmd (shoes) 062110; takes x-ray boxes with him for etd check,3,12/18/2018 0:00,1,0,0,0,0,0,1,61954,1,62018,62026,62110,,,,62132,62138,62132,62138,1,,,2018_12_18a,22794,22818,22826,22870,,,,22892,22898,22892,22898,,,104,24,8,6,,6,,1,0,0,1,0,business
wtmd shoes (2206),3,12/18/2018 0:00,1,0,0,0,0,0,1,62016,2,62130,62140,62206,,,,,,62210,62351,1,,,2018_12_18a,22816,22890,22900,22926,,,,,,22930,23031,,,215,74,10,101,,,,1,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,1,0,0,1,62039,1,62150,62226,,,,,,,62245,62355,4,,,2018_12_18a,22839,22910,22946,,,,,,,22965,23035,,,196,71,36,70,,,,0,0,0,0,0,young
x-ray boxes away for etd,3,12/18/2018 0:00,0,0,0,1,0,0,0,62040,1,62152,62212,,,,,62224,62240,62236,62240,4,,,2018_12_18a,22840,22912,22932,,,,,22944,22960,22956,22960,,,120,72,20,4,,16,,0,0,0,1,0,young
,3,12/18/2018 0:00,0,0,0,1,0,0,0,62051,1,62134,62223,,,,,,,62230,62402,4,,,2018_12_18a,22851,22894,22943,,,,,,,22950,23042,,,191,43,49,92,,,,0,0,0,0,0,young
x-ray boxes away for etd,3,12/18/2018 0:00,0,0,0,1,0,0,1,62052,1,62140,62229,,,,,62340,62358,62300,62358,4,,,2018_12_18a,22852,22900,22949,,,,,23020,23038,22980,23038,,,186,48,49,58,,18,,0,0,0,1,0,young
,3,12/18/2018 0:00,1,0,0,0,0,1,1,62140,2,62203,62336,,,,,,,62343,62738,1,62410,62738,2018_12_18a,22900,22923,23016,,,,,,,23023,23258,23050,23258,358,23,93,235,,,208,0,0,0,0,1,business
,3,12/18/2018 0:00,1,0,0,0,0,0,1,62159,2,62233,62347,,,,,,,62353,62503,1,,,2018_12_18a,22919,22953,23027,,,,,,,23033,23103,,,184,34,74,70,,,,0,0,0,0,0,business
,3,12/18/2018 0:00,0,0,0,1,0,0,1,62224,3,62332,62421,,,,,,,62428,62519,2,,,2018_12_18a,22944,23012,23061,,,,,,,23068,23119,,,175,68,49,51,,,,0,0,0,0,0,young
,3,12/18/2018 0:00,0,0,0,1,0,0,1,62231,2,62327,62425,,,,,,,62442,62524,2,,,2018_12_18a,22951,23007,23065,,,,,,,23082,23124,,,173,56,58,42,,,,0,0,0,0,0,young
